	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSDARG00000015765	244.8470285	-1.211242977	0.299867069	-4.039266404	5.36E-05	0.00038601
ENSDARG00000076501	45.53989678	-2.45422932	0.604637753	-4.059007744	4.93E-05	0.000359781
ENSDARG00000053858	90.16255469	-1.272843169	0.45487422	-2.798231055	0.005138334	0.019963572
ENSDARG00000060551	20.49816169	-2.422863888	0.881084264	-2.749866257	0.005961959	0.022525174
ENSDARG00000005179	64.70421108	-1.439186537	0.50657029	-2.84104016	0.004496665	0.017886941
ENSDARG00000015425	48.60591494	-2.799035867	0.599440498	-4.669414023	3.02E-06	3.05E-05
ENSDARG00000089862	86.76519286	-1.254050879	0.430734854	-2.911421882	0.003597879	0.01483439
ENSDARG00000038154	376.0662948	-0.789435367	0.296857385	-2.659308498	0.007830123	0.028270043
ENSDARG00000038064	293.2916063	-0.805421059	0.281892962	-2.857187546	0.004274132	0.017140288
ENSDARG00000060430	74.13337771	-1.411960723	0.475466122	-2.969634762	0.00298154	0.012779075
ENSDARG00000030357	289.1979051	-1.740349958	0.299384924	-5.813084827	6.13E-09	1.06E-07
ENSDARG00000031533	83.80938915	-1.2268516	0.452941482	-2.708631574	0.006756132	0.025013587
ENSDARG00000089467	36.29285178	-1.843440694	0.651677101	-2.828763957	0.004672815	0.018467314
ENSDARG00000060380	270.802777	-0.902677385	0.291537287	-3.096267357	0.001959736	0.008940625
ENSDARG00000053485	532.2298968	-0.654228592	0.253629945	-2.579461156	0.009895459	0.034319396
ENSDARG00000005670	25.29426475	-2.432774124	0.788714397	-3.084480434	0.00203908	0.009249838
ENSDARG00000067841	32.5233962	-1.803071645	0.696544221	-2.588596088	0.009636806	0.033677934
ENSDARG00000053240	54.69871153	-2.310181791	0.54680134	-4.224901479	2.39E-05	0.000191726
ENSDARG00000006840	325.1831035	-0.751560486	0.293593564	-2.559867032	0.010471222	0.035952444
ENSDARG00000040492	865.2232334	-0.974369179	0.222158082	-4.385927227	1.15E-05	0.000100757
ENSDARG00000027867	11.77438526	-3.511532014	1.238033033	-2.836379903	0.004562814	0.01810504
ENSDARG00000004870	885.7130702	-1.087608942	0.216471286	-5.024264237	5.05E-07	6.10E-06
ENSDARG00000020077	227.0101026	-1.288425031	0.321255172	-4.01059701	6.06E-05	0.000428152
ENSDARG00000077567	305.0220276	-2.324653907	0.299545015	-7.760616236	8.45E-15	3.15E-13
ENSDARG00000041449	124.3776419	-1.180935256	0.380510425	-3.103555591	0.001912103	0.008762893
ENSDARG00000098669	181.3209259	-2.229190713	0.378406883	-5.890988816	3.84E-09	6.82E-08
ENSDARG00000104789	267.377339	-1.475509291	0.312289355	-4.724814558	2.30E-06	2.39E-05
ENSDARG00000089055	748.0351221	-0.771850675	0.243477219	-3.170114557	0.001523788	0.007203942
ENSDARG00000043031	235.6678497	-1.18621164	0.3367326	-3.522711014	0.000427157	0.002397199
ENSDARG00000021521	11.91845752	-4.000772172	1.321935376	-3.026450646	0.002474432	0.01090762
ENSDARG00000089181	384.0634865	-2.067401637	0.306418469	-6.746987677	1.51E-11	3.89E-10
ENSDARG00000016112	134.1782628	-1.961931023	0.37090408	-5.289591382	1.23E-07	1.68E-06
ENSDARG00000104408	16.83801034	-3.466561836	1.041013703	-3.329986749	0.000868501	0.004460568
ENSDARG00000009087	45.63208034	-3.780978289	0.679038629	-5.56813431	2.57E-08	3.97E-07
ENSDARG00000099545	73.99340261	-2.302463402	0.478465793	-4.812179756	1.49E-06	1.61E-05
ENSDARG00000040465	124.3317797	-1.30262179	0.394181141	-3.304627376	0.000951027	0.004802176
ENSDARG00000079382	145.1069413	-1.10430417	0.352490808	-3.132859478	0.001731123	0.008042385
ENSDARG00000094204	279.4824584	-1.373978947	0.299058774	-4.594344208	4.34E-06	4.22E-05
ENSDARG00000020387	170.6042731	-1.413956575	0.336840082	-4.197708795	2.70E-05	0.000212438
ENSDARG00000040881	204.0894929	-1.160047409	0.318749808	-3.639366616	0.000273309	0.001619521
ENSDARG00000078685	40.21684847	-1.596434783	0.609984904	-2.617170972	0.008866192	0.031367525
ENSDARG00000063095	565.5275096	-0.780824887	0.263672732	-2.961341055	0.003063025	0.01305834
ENSDARG00000004726	319.5257987	-0.793987797	0.273572658	-2.902292222	0.003704428	0.015167246
ENSDARG00000022813	6772.155576	-0.82694986	0.272885612	-3.030390107	0.00244238	0.010798574
ENSDARG00000073845	90.88504681	-1.881615268	0.434534567	-4.330185473	1.49E-05	0.000126468
ENSDARG00000086017	105.2484528	-1.751544793	0.411308602	-4.258468661	2.06E-05	0.000168108
ENSDARG00000037507	70.80887518	-2.272317535	0.494955695	-4.590951384	4.41E-06	4.29E-05
ENSDARG00000099315	152.8253553	-1.547146842	0.347495757	-4.452275491	8.50E-06	7.69E-05
ENSDARG00000101377	81.7479522	-1.903474568	0.456458183	-4.170096275	3.04E-05	0.000236301
ENSDARG00000099885	165.4196115	-1.233238326	0.337471771	-3.654345135	0.000257839	0.001537821
ENSDARG00000100850	119.5678804	-2.075548308	0.404624824	-5.129562456	2.90E-07	3.68E-06
ENSDARG00000102874	402.4940287	-1.265677937	0.279594615	-4.526832311	5.99E-06	5.61E-05
ENSDARG00000075014	150.7509149	-1.124975634	0.369243068	-3.046707522	0.002313627	0.010302888
ENSDARG00000037495	38.34672989	-1.943399662	0.638224541	-3.0450093	0.002326731	0.010356436
ENSDARG00000090319	149.8468788	-1.446216315	0.385134025	-3.755098797	0.000173273	0.001083267
ENSDARG00000016664	795.5844444	-1.353299756	0.228319901	-5.927208926	3.08E-09	5.54E-08
ENSDARG00000104037	34.0013256	-1.708514196	0.660563089	-2.586451202	0.00969699	0.033819337
ENSDARG00000031382	791.3735223	-1.318343081	0.226296256	-5.825739693	5.69E-09	9.84E-08
ENSDARG00000098140	32.14207158	-1.859355321	0.703981111	-2.641200584	0.008261279	0.029576335
ENSDARG00000037397	1286.610038	-0.635661826	0.220440641	-2.883596345	0.003931624	0.01596354
ENSDARG00000076547	75.07588891	-1.234971504	0.457086258	-2.70183468	0.006895804	0.025437472
ENSDARG00000037307	212.481786	-1.200616701	0.310587596	-3.865629908	0.000110803	0.000735861
ENSDARG00000087538	345.6012636	-1.372152734	0.27441079	-5.000359978	5.72E-07	6.80E-06
ENSDARG00000056680	189.1259978	-1.125053557	0.391146259	-2.876298909	0.004023685	0.016285656
ENSDARG00000000380	91.47496337	-1.220789855	0.434683865	-2.808454497	0.004977992	0.019450854
ENSDARG00000001162	635.764789	-1.238292201	0.244432944	-5.065979156	4.06E-07	5.02E-06
ENSDARG00000000394	1028.471362	-0.866685929	0.251235857	-3.44969042	0.00056123	0.003044568
ENSDARG00000061940	16.30173632	-2.654032706	1.046761195	-2.535471049	0.011229621	0.038092986
ENSDARG00000073709	38.77483144	-2.259225284	0.645563827	-3.499615669	0.000465929	0.002589801
ENSDARG00000037091	456.2299193	-0.891730286	0.255268507	-3.49330317	0.000477085	0.002643384
ENSDARG00000037101	79.39132037	-1.621314464	0.471826633	-3.436250414	0.000589826	0.003181255
ENSDARG00000032116	148.5503401	-0.916160601	0.368186685	-2.488304539	0.012835377	0.042342625
ENSDARG00000034757	250.8990086	-1.723845749	0.383662536	-4.493130261	7.02E-06	6.48E-05
ENSDARG00000004270	243.6840952	-0.803014763	0.322748167	-2.488053672	0.012844435	0.042343393
ENSDARG00000102379	464.9367916	-1.198307032	0.315444235	-3.798791986	0.000145403	0.000931402
ENSDARG00000053702	13.4833663	-5.824477039	1.730503933	-3.365769316	0.000763305	0.003976687
ENSDARG00000036460	64.51117779	-1.948736459	0.542061243	-3.595048498	0.000324331	0.001888619
ENSDARG00000022895	33.61526049	-1.795806269	0.687538793	-2.611934466	0.009003151	0.031775925
ENSDARG00000105424	20.22457099	-2.956551657	0.925639007	-3.194065543	0.001402843	0.006711057
ENSDARG00000071478	62.09378898	-1.888812146	0.506366896	-3.730125646	0.000191384	0.00118377
ENSDARG00000031929	204.4059711	-1.310602963	0.349399372	-3.751016943	0.000176119	0.001099268
ENSDARG00000029885	407.5955611	-0.987804377	0.26188289	-3.771931711	0.000161989	0.001022175
ENSDARG00000073911	179.2800324	-1.835997552	0.426089519	-4.308947933	1.64E-05	0.0001373
ENSDARG00000014914	597.6141426	-0.657747431	0.238835321	-2.753978887	0.005887557	0.022305542
ENSDARG00000105392	28.15540727	-2.883652662	0.778208366	-3.705502007	0.000210972	0.001294399
ENSDARG00000036189	103.4885548	-1.107733312	0.423533417	-2.615456697	0.008910822	0.031502193
ENSDARG00000097938	63.07328575	-1.25568711	0.497817261	-2.522385641	0.011656184	0.039193664
ENSDARG00000036175	276.528676	-1.517967266	0.332168051	-4.569877396	4.88E-06	4.68E-05
ENSDARG00000036155	130.2449359	-1.374347189	0.432933475	-3.174499703	0.00150095	0.007120055
ENSDARG00000044011	549.5798262	-0.997921631	0.267375593	-3.732283945	0.000189751	0.001174049
ENSDARG00000090788	788.8041688	-0.688577136	0.224149302	-3.071957527	0.0021266	0.009601466
ENSDARG00000077912	221.5844141	-1.230099323	0.331868836	-3.706582806	0.000210075	0.001289402
ENSDARG00000080010	494.1208478	-0.63748981	0.250410818	-2.545775839	0.010903518	0.037141129
ENSDARG00000101961	157.5388425	-1.023215099	0.339970158	-3.00972034	0.002614883	0.011424415
ENSDARG00000052374	1678.10479	-0.905053984	0.231849023	-3.903635107	9.48E-05	0.000643917
ENSDARG00000093006	33.4831752	-3.869300133	0.803344673	-4.816488192	1.46E-06	1.58E-05
ENSDARG00000076189	77.76810518	-2.449121889	0.504161578	-4.857811459	1.19E-06	1.31E-05
ENSDARG00000038870	327.6386281	-0.933437766	0.289093983	-3.22883844	0.001242941	0.006037906
ENSDARG00000019459	220.7844574	-0.983300152	0.312240192	-3.149178665	0.001637301	0.007653364
ENSDARG00000032929	105.5109761	-0.980077088	0.398176377	-2.461414451	0.01383904	0.0450191
ENSDARG00000026406	29.42256719	-2.073906566	0.76066988	-2.726421304	0.006402522	0.023930594
ENSDARG00000073999	259.3670202	-0.807219789	0.287224409	-2.810415002	0.004947766	0.019360339
ENSDARG00000098209	99.74099736	-1.723269947	0.44975947	-3.831536768	0.000127345	0.0008274
ENSDARG00000099923	105.9436566	-1.21410697	0.41527755	-2.923603676	0.00346005	0.014358646
ENSDARG00000098783	892.0775784	-1.65903515	0.21912017	-7.571348412	3.69E-14	1.29E-12
ENSDARG00000037079	101.0967463	-1.004056284	0.40243832	-2.494932104	0.012598123	0.041681741
ENSDARG00000070231	102.4838361	-1.246112688	0.414849506	-3.003770447	0.002666564	0.011618472
ENSDARG00000095157	61.87172578	-1.299611304	0.528836207	-2.457493052	0.013991052	0.045382838
ENSDARG00000102406	39.88346281	-1.543702032	0.624654222	-2.471290479	0.013462641	0.044015453
ENSDARG00000102684	127.3335303	-1.065620198	0.401815583	-2.65201312	0.008001343	0.028785339
ENSDARG00000021439	627.1643763	-1.078271972	0.250729669	-4.300536021	1.70E-05	0.000142121
ENSDARG00000020449	519.3831012	-0.817896202	0.250998818	-3.258565952	0.001119768	0.00551839
ENSDARG00000063358	450.2512168	-0.99139678	0.255934597	-3.873633315	0.000107225	0.000715565
ENSDARG00000013968	2552.315062	-2.10592679	0.205479412	-10.24884572	1.20E-24	1.27E-22
ENSDARG00000074289	125.8656728	-1.665657912	0.378788084	-4.397334504	1.10E-05	9.65E-05
ENSDARG00000075119	38.57867049	-2.826953256	0.712390844	-3.968261637	7.24E-05	0.000504501
ENSDARG00000069928	40.14290798	-1.591975354	0.61099197	-2.605558557	0.009172459	0.032260768
ENSDARG00000074760	23.79138933	-2.266555191	0.82788446	-2.737767527	0.006185779	0.02325326
ENSDARG00000087190	32.71772635	-2.80813442	0.72506833	-3.87292384	0.000107537	0.000716904
ENSDARG00000073716	72.84515743	-1.503860295	0.479455698	-3.136599066	0.001709197	0.007952634
ENSDARG00000098414	56.46807579	-1.521796928	0.522354974	-2.913338635	0.003575866	0.014768808
ENSDARG00000017853	96.39426828	-1.880272844	0.430045273	-4.37226721	1.23E-05	0.000106355
ENSDARG00000063059	4.39637309	-5.654183653	2.25472182	-2.507707871	0.012151708	0.040547242
ENSDARG00000008238	73.08304405	-1.276312557	0.471393089	-2.707533448	0.006778524	0.025077142
ENSDARG00000039535	55.07991349	-1.578320497	0.541033693	-2.917231437	0.003531536	0.01462053
ENSDARG00000024278	752.4712874	-1.25827222	0.225400342	-5.582388245	2.37E-08	3.71E-07
ENSDARG00000011837	113.9596714	-1.394821902	0.419103396	-3.328109285	0.000874376	0.004487137
ENSDARG00000069733	59.12720634	-1.575443872	0.520503938	-3.02676648	0.002471848	0.010898733
ENSDARG00000003311	656.1397266	-2.653393505	0.267846838	-9.906383531	3.91E-23	3.47E-21
ENSDARG00000003146	40.70049773	-2.419155104	0.697372876	-3.468954971	0.000522487	0.002861082
ENSDARG00000062532	413.3976478	-1.253740345	0.273430346	-4.585227516	4.53E-06	4.39E-05
ENSDARG00000062593	226.7098057	-1.021099333	0.309883049	-3.295111932	0.000983825	0.004936614
ENSDARG00000038687	154.3119746	-1.518206962	0.369973511	-4.103555841	4.07E-05	0.00030313
ENSDARG00000039466	87.74515262	-1.216862373	0.434938761	-2.797778634	0.005145536	0.01997538
ENSDARG00000016412	46.72113176	-2.732952783	0.657711665	-4.155244504	3.25E-05	0.000249863
ENSDARG00000003829	327.351753	-1.351648751	0.304836777	-4.43400814	9.25E-06	8.30E-05
ENSDARG00000003217	269.3187431	-1.059794651	0.312534937	-3.390963777	0.000696473	0.003677416
ENSDARG00000039411	67.91683704	-2.206671502	0.504060234	-4.377793276	1.20E-05	0.00010407
ENSDARG00000029928	372.5303759	-0.659931903	0.26302453	-2.509012762	0.012106911	0.040425877
ENSDARG00000039486	159.8788904	-1.167155267	0.353003297	-3.306357978	0.000945173	0.004777639
ENSDARG00000061437	75.55521427	-1.844834243	0.478450513	-3.855851738	0.000115327	0.000763005
ENSDARG00000055276	80.97985705	-1.249969661	0.449933093	-2.778123419	0.005467385	0.021041812
ENSDARG00000006760	7.584764627	-4.927200708	1.905798025	-2.585374023	0.009727341	0.033889428
ENSDARG00000039502	22.54091154	-2.405123851	0.84345402	-2.851517444	0.00435111	0.01737999
ENSDARG00000022614	64.99821598	-1.247444548	0.505804823	-2.466256726	0.013653344	0.044497984
ENSDARG00000021681	81.58573575	-1.217032879	0.476632519	-2.553398751	0.010667729	0.036483557
ENSDARG00000013245	38.60994926	-2.25348744	0.664516111	-3.391170513	0.000695948	0.003676666
ENSDARG00000061195	57.26610964	-1.849483237	0.534453019	-3.460516023	0.000539141	0.002939382
ENSDARG00000022410	542.8941637	-0.992885845	0.261865323	-3.79158963	0.000149686	0.000953194
ENSDARG00000013453	197.0722628	-2.712330446	0.352664409	-7.690967328	1.46E-14	5.32E-13
ENSDARG00000060785	84.27319478	-1.461885295	0.468781511	-3.118478997	0.001817871	0.008397208
ENSDARG00000018153	43.73436584	-1.620215823	0.590301279	-2.744726937	0.006056127	0.022831514
ENSDARG00000069265	43.50240649	-3.468996805	0.673274313	-5.152427082	2.57E-07	3.32E-06
ENSDARG00000018069	336.3783306	-1.351448415	0.269782826	-5.009393787	5.46E-07	6.53E-06
ENSDARG00000039273	90.98929398	-2.861863942	0.473867789	-6.039372183	1.55E-09	2.95E-08
ENSDARG00000039279	186.293063	-1.401447285	0.334722508	-4.186892879	2.83E-05	0.000221632
ENSDARG00000069199	9.191301561	-3.663125391	1.476173839	-2.481500006	0.013083071	0.042960373
ENSDARG00000069192	113.9603106	-1.301085495	0.487197253	-2.670551786	0.007572669	0.027537369
ENSDARG00000080018	12.71145306	-2.818561388	1.16096111	-2.427782777	0.015191439	0.048433437
ENSDARG00000030743	89.96095033	-1.554330438	0.430645421	-3.609304461	0.000307019	0.001800372
ENSDARG00000053386	36.93377448	-2.04160124	0.656505894	-3.109798798	0.001872148	0.008606501
ENSDARG00000060320	109.6546726	-2.256478327	0.421755629	-5.350203225	8.79E-08	1.24E-06
ENSDARG00000060500	145.9093241	-1.284787593	0.360740817	-3.561525424	0.000368706	0.002101203
ENSDARG00000039125	642.3277716	-1.50016623	0.249949431	-6.001878949	1.95E-09	3.62E-08
ENSDARG00000060481	68.62523263	-1.50897325	0.490615333	-3.07567487	0.002100267	0.009495979
ENSDARG00000019487	648.5989866	-1.382457658	0.248068695	-5.572882374	2.51E-08	3.88E-07
ENSDARG00000034181	24.63186403	-2.828488012	0.817249633	-3.460984132	0.000538205	0.002935425
ENSDARG00000030761	17.80216504	-2.696225096	0.959025645	-2.811421268	0.004932316	0.019307759
ENSDARG00000075970	95.45334643	-1.339025662	0.458804211	-2.918512145	0.003517062	0.01456689
ENSDARG00000052994	149.5583134	-1.209105109	0.352325803	-3.431781314	0.000599631	0.003224633
ENSDARG00000077469	280.3243644	-1.036540478	0.312611694	-3.315744408	0.000913994	0.004650658
ENSDARG00000068849	48.14550105	-2.284669362	0.590313205	-3.8702664	0.000108716	0.000723758
ENSDARG00000025948	164.8309297	-1.214457762	0.338749042	-3.585125298	0.000336916	0.001954197
ENSDARG00000052702	247.2140494	-2.032226847	0.338395297	-6.005481953	1.91E-09	3.56E-08
ENSDARG00000027887	251.3859518	-0.739905749	0.29234993	-2.530890802	0.011377326	0.038507863
ENSDARG00000052833	373.1206294	-0.907302112	0.258862188	-3.50496192	0.000456673	0.002544982
ENSDARG00000108197	30.33624633	-2.175830445	0.734650894	-2.961720273	0.003059256	0.013045167
ENSDARG00000074695	37.03564802	-2.938173766	0.681805231	-4.309403382	1.64E-05	0.000137137
ENSDARG00000089519	69.10575452	-1.82384608	0.504494414	-3.615195788	0.000300121	0.001763692
ENSDARG00000102294	179.6414675	-1.366490175	0.339611881	-4.023681888	5.73E-05	0.000408495
ENSDARG00000046133	255.0730436	-1.049697882	0.305492476	-3.436084242	0.000590187	0.003181873
ENSDARG00000068710	51.2905502	-1.87155986	0.6086176	-3.075099801	0.002104321	0.009512067
ENSDARG00000068729	21.06311417	-2.250694592	0.892288219	-2.522385193	0.011656199	0.039193664
ENSDARG00000068738	90.61346496	-1.919574383	0.443728373	-4.326012266	1.52E-05	0.000128368
ENSDARG00000101080	233.8360004	-1.6291621	0.307253617	-5.302336608	1.14E-07	1.58E-06
ENSDARG00000005355	168.0064211	-1.845542879	0.342070247	-5.395216024	6.84E-08	9.75E-07
ENSDARG00000076618	161.4241121	-1.379082435	0.353948688	-3.89627785	9.77E-05	0.000661544
ENSDARG00000099730	371.8251675	-0.898633856	0.288679093	-3.112916304	0.001852485	0.008524275
ENSDARG00000028336	291.0083899	-1.133831912	0.329461941	-3.441465528	0.000578572	0.00312892
ENSDARG00000099161	65.65803728	-1.417721443	0.486191544	-2.915973056	0.003545811	0.014670135
ENSDARG00000103957	53.37735403	-1.554359653	0.569888445	-2.727480555	0.006382002	0.023868824
ENSDARG00000061763	125.5043573	-1.919835341	0.384108421	-4.998159992	5.79E-07	6.88E-06
ENSDARG00000058939	114.7213363	-2.048302887	0.397996718	-5.146532108	2.65E-07	3.41E-06
ENSDARG00000058492	12.50994759	-3.276066159	1.184845632	-2.764972981	0.005692751	0.021743477
ENSDARG00000042387	21.5606881	-2.030211788	0.827684439	-2.452881426	0.014171704	0.045852583
ENSDARG00000042336	31.80230205	-3.634356465	0.790226495	-4.599132636	4.24E-06	4.14E-05
ENSDARG00000042188	10.90786621	-3.44164109	1.309083086	-2.629047098	0.00856245	0.030500948
ENSDARG00000002249	66.98625171	-1.175685951	0.484687093	-2.425659703	0.015280591	0.048628815
ENSDARG00000042496	61.1672026	-1.985336608	0.512721207	-3.872156218	0.000107877	0.000718916
ENSDARG00000030251	65.03679234	-1.459645032	0.586809125	-2.48742729	0.012867075	0.042379955
ENSDARG00000068763	41.10873052	-1.642351178	0.624192189	-2.631162656	0.00850933	0.030339879
ENSDARG00000104732	7.931516943	-3.975532829	1.587309984	-2.504572434	0.01225995	0.040809091
ENSDARG00000004529	65.75997557	-1.217034866	0.490233244	-2.482562902	0.013044104	0.042839747
ENSDARG00000062967	64.05082219	-2.563528391	0.583152126	-4.395985669	1.10E-05	9.70E-05
ENSDARG00000019195	139.0326827	-1.012512144	0.367994557	-2.751432395	0.005933527	0.022439838
ENSDARG00000087394	129.7463326	-0.903601945	0.370962832	-2.43582879	0.014857715	0.047622599
ENSDARG00000011583	174.2981325	-1.595711623	0.362391318	-4.403283259	1.07E-05	9.42E-05
ENSDARG00000078359	403.2284143	-0.78580563	0.271656274	-2.892646725	0.003820107	0.015583276
ENSDARG00000100057	248.678781	-1.393770282	0.310808285	-4.484340831	7.31E-06	6.73E-05
ENSDARG00000041379	17.34278471	-3.252063283	0.999945227	-3.252241417	0.001144987	0.005620394
ENSDARG00000062868	127.0958652	-1.248518066	0.375706255	-3.323122916	0.000890157	0.004553513
ENSDARG00000074721	10.89175465	-3.392654321	1.311587762	-2.586677322	0.009690629	0.03380448
ENSDARG00000032469	145.7219046	-1.135121229	0.406675037	-2.791224259	0.005250908	0.020310494
ENSDARG00000057286	130.4867961	-1.490796281	0.371706404	-4.010682256	6.05E-05	0.000428152
ENSDARG00000041599	114.9730468	-1.110762164	0.410608414	-2.70516172	0.006827114	0.025242305
ENSDARG00000041621	125.3892675	-1.26402201	0.383279377	-3.297912925	0.000974063	0.004895559
ENSDARG00000024314	513.6341007	-1.048965599	0.249677101	-4.201288766	2.65E-05	0.000209968
ENSDARG00000062558	203.0567641	-1.128334927	0.314709794	-3.585318758	0.000336667	0.001953929
ENSDARG00000069122	1097.635181	-0.600666599	0.210505087	-2.853454074	0.004324678	0.017306827
ENSDARG00000011498	159.0517981	-1.490731346	0.344536464	-4.326773802	1.51E-05	0.000127989
ENSDARG00000057491	139.7634909	-1.161273882	0.377838895	-3.073463045	0.002115899	0.009557648
ENSDARG00000091003	246.9402542	-1.218494758	0.307710599	-3.959872562	7.50E-05	0.000520535
ENSDARG00000003616	179.7506031	-1.038150905	0.326205229	-3.182508474	0.001460052	0.006941488
ENSDARG00000069274	94.21684771	-1.119792712	0.457294757	-2.44873289	0.014335972	0.04622821
ENSDARG00000012718	102.2162709	-1.549113466	0.422671247	-3.665055235	0.000247285	0.001480856
ENSDARG00000004823	335.7206827	-1.671371137	0.343609238	-4.864162406	1.15E-06	1.28E-05
ENSDARG00000022160	57.71016984	-1.932099029	0.53551305	-3.607940142	0.000308638	0.001809311
ENSDARG00000062350	27.43451822	-2.363017168	0.75326054	-3.137051582	0.001706561	0.007942295
ENSDARG00000041073	80.12870481	-1.450274123	0.453149034	-3.200435212	0.001372202	0.006575949
ENSDARG00000041068	118.1254832	-1.098992389	0.391751304	-2.805331795	0.005026481	0.019596435
ENSDARG00000001414	69.08477911	-1.541215493	0.48684816	-3.165700561	0.0015471	0.007302874
ENSDARG00000068702	173.2660018	-0.936612458	0.343544045	-2.726324241	0.006404405	0.023932973
ENSDARG00000074163	64.36566726	-1.734916584	0.516415959	-3.359533247	0.000780743	0.004052134
ENSDARG00000068128	52.58231551	-1.469572179	0.545986997	-2.691588239	0.007111268	0.026096859
ENSDARG00000006025	211.6082161	-1.121687644	0.382471879	-2.932732326	0.003359934	0.014031099
ENSDARG00000099336	280.967258	-1.191190302	0.283812268	-4.197106451	2.70E-05	0.000212829
ENSDARG00000061841	622.5251853	-0.708888371	0.235175397	-3.014296475	0.00257576	0.011289462
ENSDARG00000096365	189.3730647	-1.649827501	0.329684113	-5.004267521	5.61E-07	6.69E-06
ENSDARG00000036291	105.8444039	-1.011678156	0.399823728	-2.530310448	0.011396164	0.038562514
ENSDARG00000088357	258.7830585	-1.46517168	0.295371343	-4.960439511	7.03E-07	8.24E-06
ENSDARG00000055250	42.62725808	-1.635159502	0.60117987	-2.719917254	0.006529825	0.024316949
ENSDARG00000061338	240.6305594	-1.260386119	0.344427818	-3.659362145	0.000252844	0.001510374
ENSDARG00000061168	77.48254839	-2.041041689	0.463571874	-4.402859197	1.07E-05	9.43E-05
ENSDARG00000034941	46.07161703	-3.121879491	0.62916848	-4.961913369	6.98E-07	8.19E-06
ENSDARG00000067601	288.1265655	-0.780083985	0.292134295	-2.67029239	0.007578522	0.027553434
ENSDARG00000102234	43.63862826	-1.591871691	0.587566499	-2.709262175	0.006743303	0.024975727
ENSDARG00000018904	860.674438	-0.74024519	0.22463764	-3.295285649	0.000983217	0.004934854
ENSDARG00000055043	89.49282118	-1.274324393	0.43444313	-2.93323638	0.003354484	0.014020603
ENSDARG00000054952	54.1130484	-1.43881635	0.566058852	-2.541814062	0.011027882	0.037514736
ENSDARG00000088080	103.883759	-2.240511947	0.468226132	-4.785106589	1.71E-06	1.83E-05
ENSDARG00000009825	104.5327373	-2.480236598	0.437676867	-5.666821309	1.45E-08	2.34E-07
ENSDARG00000012005	431.8171101	-1.873006254	0.271329483	-6.903069412	5.09E-12	1.39E-10
ENSDARG00000040286	333.3661542	-0.850347388	0.306889453	-2.770858951	0.005590864	0.021405436
ENSDARG00000039960	172.6665436	-1.175868953	0.331817568	-3.543721209	0.000394522	0.002227078
ENSDARG00000103288	102.5850631	-1.532783135	0.4558171	-3.362715298	0.000771799	0.004014401
ENSDARG00000103785	118.811847	-1.209878155	0.404389519	-2.991863283	0.002772804	0.01202133
ENSDARG00000021372	785.6758697	-0.839478443	0.240592402	-3.489214275	0.000484443	0.002674118
ENSDARG00000078142	97.78697244	-1.424989349	0.420578591	-3.388164257	0.000703621	0.003710055
ENSDARG00000073891	18.07683212	-2.934591026	0.95901768	-3.059996795	0.002213394	0.009927942
ENSDARG00000088956	14.40815281	-3.3786136	1.209556177	-2.793267203	0.005217857	0.020198578
ENSDARG00000045249	359.6460943	-1.171253108	0.268573237	-4.361019446	1.29E-05	0.000111421
ENSDARG00000023110	271.439404	-2.110943743	0.296186328	-7.127080292	1.03E-12	3.05E-11
ENSDARG00000040510	13297.98496	-2.389955701	0.239341061	-9.985564918	1.76E-23	1.63E-21
ENSDARG00000076251	28.45750158	-3.013030132	0.788045386	-3.823422084	0.000131612	0.000851376
ENSDARG00000029621	234.9551471	-0.819929124	0.299370916	-2.738840277	0.006165632	0.023189687
ENSDARG00000023591	602.5969267	-0.731288943	0.258588936	-2.827997807	0.004684013	0.018490386
ENSDARG00000002546	193.706908	-1.360151341	0.342034611	-3.976648262	6.99E-05	0.00048905
ENSDARG00000088877	268.8448559	-1.156998089	0.301506552	-3.837389541	0.000124349	0.000813163
ENSDARG00000077178	29.38721602	-2.333345416	0.754343819	-3.093212084	0.001980026	0.009016046
ENSDARG00000099431	434.3385967	-0.924939658	0.260629496	-3.54886792	0.000386891	0.002190969
ENSDARG00000020041	326.2522289	-0.883067763	0.295637008	-2.987000065	0.002817297	0.012178463
ENSDARG00000095891	34.14342314	-2.381467745	0.720864251	-3.303628586	0.000954422	0.004816781
ENSDARG00000057138	67.26162489	-1.854406528	0.52000189	-3.566153435	0.000362259	0.002072382
ENSDARG00000089567	7.98817128	-4.063802718	1.647087962	-2.467265144	0.01361495	0.044425661
ENSDARG00000016457	491.0146765	-1.173964247	0.258529162	-4.540935495	5.60E-06	5.29E-05
ENSDARG00000033144	203.8239868	-1.561190172	0.331995686	-4.702441132	2.57E-06	2.64E-05
ENSDARG00000045123	161.8619524	-2.193426537	0.363126389	-6.04039421	1.54E-09	2.94E-08
ENSDARG00000055630	71.16612727	-1.417595267	0.52940894	-2.677694237	0.007413086	0.027028752
ENSDARG00000079204	29.42120518	-2.257996621	0.763382631	-2.957883149	0.003097595	0.013158952
ENSDARG00000045130	86.91375411	-1.564004801	0.471315604	-3.318381121	0.000905409	0.004615655
ENSDARG00000027070	89.5671055	-2.035909872	0.454399164	-4.480443703	7.45E-06	6.83E-05
ENSDARG00000062672	46.05563363	-1.696601881	0.650844105	-2.606771526	0.009140032	0.032170299
